absEta_0_1-highR9	runNumber	1	2	1.0000	0.0000 0 0
absEta_0_1-highR9	runNumber	3	273157	1.0000	0.0000 0 0
absEta_0_1-lowR9	runNumber	1	2	1.0000	0.0000 0 0
absEta_0_1-lowR9	runNumber	3	273157	1.0000	0.0000 0 0
absEta_1_1.4442-highR9	runNumber	1	2	1.0000	0.0000 0 0
absEta_1_1.4442-highR9	runNumber	3	273157	1.0000	0.0000 0 0
absEta_1_1.4442-lowR9	runNumber	1	2	1.0000	0.0000 0 0
absEta_1_1.4442-lowR9	runNumber	3	273157	1.0000	0.0000 0 0
absEta_1.566_2-highR9	runNumber	1	2	1.0000	0.0000 0 0
absEta_1.566_2-highR9	runNumber	3	273157	1.0000	0.0000 0 0
absEta_1.566_2-lowR9	runNumber	1	2	1.0000	0.0000 0 0
absEta_1.566_2-lowR9	runNumber	3	273157	1.0000	0.0000 0 0
absEta_2_2.5-highR9	runNumber	1	2	1.0000	0.0000 0 0
absEta_2_2.5-highR9	runNumber	3	273157	1.0000	0.0000 0 0
absEta_2_2.5-lowR9	runNumber	1	2	1.0000	0.0000 0 0
absEta_2_2.5-lowR9	runNumber	3	273157	1.0000	0.0000 0 0
absEta_0_1-highR9	runNumber	273158	273301	0.9952	0.0004 0 0
absEta_0_1-lowR9	runNumber	273158	273301	0.9948	0.0004 0 0
absEta_0_1-highR9	runNumber	273302	273445	0.9934	0.0003 0 0
absEta_0_1-lowR9	runNumber	273302	273445	0.9931	0.0003 0 0
absEta_0_1-highR9	runNumber	273446	273491	0.9937	0.0003 0 0
absEta_0_1-lowR9	runNumber	273446	273491	0.9933	0.0003 0 0
absEta_0_1-highR9	runNumber	273492	273502	0.9937	0.0003 0 0
absEta_0_1-lowR9	runNumber	273492	273502	0.9933	0.0003 0 0
absEta_0_1-highR9	runNumber	273503	273727	0.9933	0.0002 0 0
absEta_0_1-lowR9	runNumber	273503	273727	0.9929	0.0002 0 0
absEta_0_1-highR9	runNumber	273728	274093	0.9927	0.0003 0 0
absEta_0_1-lowR9	runNumber	273728	274093	0.9923	0.0003 0 0
absEta_0_1-highR9	runNumber	274094	274171	0.9911	0.0003 0 0
absEta_0_1-lowR9	runNumber	274094	274171	0.9907	0.0003 0 0
absEta_0_1-highR9	runNumber	274172	274199	0.9921	0.0003 0 0
absEta_0_1-lowR9	runNumber	274172	274199	0.9917	0.0003 0 0
absEta_0_1-highR9	runNumber	274200	274243	0.9916	0.0002 0 0
absEta_0_1-lowR9	runNumber	274200	274243	0.9912	0.0002 0 0
absEta_0_1-highR9	runNumber	274244	274249	0.9913	0.0003 0 0
absEta_0_1-lowR9	runNumber	274244	274249	0.9909	0.0003 0 0
absEta_0_1-highR9	runNumber	274250	274250	0.9919	0.0003 0 0
absEta_0_1-lowR9	runNumber	274250	274250	0.9916	0.0003 0 0
absEta_0_1-highR9	runNumber	274251	274285	0.9915	0.0003 0 0
absEta_0_1-lowR9	runNumber	274251	274285	0.9911	0.0003 0 0
absEta_0_1-highR9	runNumber	274286	274315	0.9930	0.0003 0 0
absEta_0_1-lowR9	runNumber	274286	274315	0.9926	0.0003 0 0
absEta_0_1-highR9	runNumber	274316	274316	0.9922	0.0002 0 0
absEta_0_1-lowR9	runNumber	274316	274316	0.9918	0.0002 0 0
absEta_0_1-highR9	runNumber	274317	274335	0.9923	0.0002 0 0
absEta_0_1-lowR9	runNumber	274317	274335	0.9919	0.0002 0 0
absEta_0_1-highR9	runNumber	274336	274338	0.9913	0.0003 0 0
absEta_0_1-lowR9	runNumber	274336	274338	0.9910	0.0003 0 0
absEta_0_1-highR9	runNumber	274339	274344	0.9914	0.0003 0 0
absEta_0_1-lowR9	runNumber	274339	274344	0.9910	0.0003 0 0
absEta_0_1-highR9	runNumber	274345	274419	0.9923	0.0002 0 0
absEta_0_1-lowR9	runNumber	274345	274419	0.9919	0.0002 0 0
absEta_0_1-highR9	runNumber	274420	274439	0.9917	0.0002 0 0
absEta_0_1-lowR9	runNumber	274420	274439	0.9913	0.0002 0 0
absEta_0_1-highR9	runNumber	274440	274441	0.9922	0.0002 0 0
absEta_0_1-lowR9	runNumber	274440	274441	0.9918	0.0002 0 0
absEta_0_1-highR9	runNumber	274442	274953	0.9919	0.0003 0 0
absEta_0_1-lowR9	runNumber	274442	274953	0.9915	0.0003 0 0
absEta_0_1-highR9	runNumber	274954	274968	0.9917	0.0002 0 0
